"GLIMS_ID"	"Latitude"	"Longitude"	"Type"	"M_Basin"	"Basin"	"Sub_basin"	"Area"	"Altitude"	"Dist_gr"	"Gr_fed"	"LithologyGLiM"	"GeologyHodgesYin"	"lake_ar"	"catchm_ar"	"glacier_ar"	"glac_cov"	"dist_lg"	"deb_ar"	"deb_cov"	"no_lakes_ctchm"	"Z_min"	"Z_q25"	"Z_q50"	"Z_mean"	"Z_q75"	"Z_max"	"Z_diff"	"mean_asp_ctchm"	"mean_slp_ctchm"	"mean_slp_250m"	"mean_slp_500m"	"mean_slp_1000m"	"no_eq_tot"	"eq_dep_min"	"eq_dep_q25"	"eq_dep_q50"	"eq_dep_mean"	"eq_dep_q75"	"eq_dep_max"	"no_eq_lt50km"	"no_eq_lt100km"	"no_eq_lt150km"	"no_eq_lt200km"	"no_eq_lt250km"	"no_eq_lt300km"	"no_eq_lt350km"	"no_eq_lt400km"	"eq_mag_min"	"eq_mag_q25"	"eq_mag_q50"	"eq_mag_mean"	"eq_mag_q75"	"eq_mag_max"	"no_eq_gtM25"	"no_eq_gtM30"	"no_eq_gtM35"	"no_eq_gtM40"	"no_eq_gtM45"	"no_eq_gtM50"	"no_eq_gtM55"	"no_eq_gtM60"	"no_eq_gtM65"	"no_eq_gtM70"	"no_eq_gtM75"	"Code"	"Major_Unit"	"bio1_lake"	"bio2_lake"	"bio3_lake"	"bio4_lake"	"bio5_lake"	"bio6_lake"	"bio7_lake"	"bio8_lake"	"bio9_lake"	"bio10_lake"	"bio11_lake"	"bio12_lake"	"bio13_lake"	"bio14_lake"	"bio15_lake"	"bio16_lake"	"bio17_lake"	"bio18_lake"	"bio19_lake"	"bio1_ctchm"	"bio2_ctchm"	"bio3_ctchm"	"bio4_ctchm"	"bio5_ctchm"	"bio6_ctchm"	"bio7_ctchm"	"bio8_ctchm"	"bio9_ctchm"	"bio10_ctchm"	"bio11_ctchm"	"bio12_ctchm"	"bio13_ctchm"	"bio14_ctchm"	"bio15_ctchm"	"bio16_ctchm"	"bio17_ctchm"	"bio18_ctchm"	"bio19_ctchm"	"GLOF"	"Date"
"1443"	"GL075738E34510N"	34.51	75.738	"M(o)"	"Indus"	"Upper Indus"	"Shingo"	0.012	4691	201.246124268	1	"acidPlutonics"	"Kohistan-Ladakh Arc"	11787	2338488	665740	0.285	98	55702	0.084	0	4693	4758	4829	4840	4905	5107	414	1.44	0.4	0.176571798653614	0.251714727824837	0.376689394347934	44	10	33	35	45.09	47.79	129.9	34	41	44	44	44	44	44	44	3.3	4.07	4.2	4.21	4.5	4.7	44	44	41	33	10	0	0	0	0	0	0	"Undifferentiated Unit"	"Kohistan-Ladakh Arc"	-6.1	99	304	789.8	10.3	-22.2	32.5	-8.9	-9.6	5.5	-16.6	942	167	21	66	479	72	103	319	-6.34	99	304	790.09	10.09	-22.44	32.55	-9.16	-9.85	5.26	-16.84	980.4	172.4	22.2	65.3	494.2	75.7	111.9	332.6	0	NA
"1444"	"GL075739E35830N"	35.83	75.739	"M(l)"	"Indus"	"Upper Indus"	"Shigar"	0.031	4005	201.246124268	1	"mixedSeds"	"Shyok Suture Zone"	30773	35889963	22432366	0.625	63	871963	0.039	0	4015	4671	4975	4961	5271	5970	1955	0.4	0.52	0.173608949884857	0.281660333330686	0.414821591387483	69	10	33	33	47.49	51.7	168.9	50	63	68	69	69	69	69	69	3.2	3.9	4.2	4.16	4.4	5.1	69	69	64	42	10	1	0	0	0	0	0	"Karakoram Terrane"	"Shyok Suture Zone"	-5.6	92	283	809.3	10.7	-21.8	32.5	-7.7	-9.5	5.7	-16.9	105	16	3	49	46	10	21	30	-9.44	92	283	810.58	7.18	-25.34	32.51	-11.66	-13.42	2.17	-20.51	215	32.7	5.5	49.5	93.7	18.9	43.8	62.4	0	NA
"1445"	"GL075751E35821N"	35.821	75.751	"M(l)"	"Indus"	"Upper Indus"	"Shigar"	0.035	4012	284.604980469	1	"mixedSeds"	"Shyok Suture Zone"	34978	25264671	16121343	0.638	195	503277	0.031	0	4006	4714	5066	5021	5343	5969	1963	0.27	0.53	0.464620705916983	0.529978737797493	0.54942457888093	70	10	33	34	47.98	55	168.9	50	64	69	70	70	70	70	70	3.2	3.92	4.2	4.16	4.4	5.1	70	70	65	43	10	1	0	0	0	0	0	"Karakoram Terrane"	"Shyok Suture Zone"	-5.71	92	283	809.14	10.59	-21.82	32.5	-7.72	-9.61	5.68	-17.01	110.4	16.1	3	48.1	48.1	10	23.1	32	-9.68	92	283	810.76	6.95	-25.56	32.51	-12	-13.66	1.95	-20.74	225	34.6	5.6	50.1	98.3	19.6	45	65.3	0	NA
"1447"	"GL075768E35818N"	35.818	75.768	"M(l)"	"Indus"	"Upper Indus"	"Shigar"	0.019	3940	90	1	"mixedSeds"	"Shyok Suture Zone"	19091	197549933	144586781	0.732	0	14661526	0.101	8	3973	4428	4719	4754	5077	6308	2335	0.83	0.38	0.0481258946712356	0.178162224533784	0.308959186770888	70	10	33	34	47.98	55	168.9	50	64	69	70	70	70	70	70	3.2	3.92	4.2	4.16	4.4	5.1	70	70	65	43	10	1	0	0	0	0	0	"Karakoram Terrane"	"Shyok Suture Zone"	-5.3	92	283	808.8	11	-21.4	32.4	-7.3	-9.2	6	-16.6	97	15	3	50	43	10	18	29	-8.64	92	282.4	809.19	7.9	-24.58	32.48	-10.64	-12.61	2.88	-19.76	186.6	28.6	5.1	50.3	82.7	17.5	36.6	53	0	NA
"1450"	"GL075792E34076N"	34.076	75.792	"M(o)"	"Indus"	"Upper Indus"	"Shingo"	0.013	4461	1288.60388184	1	"Metamorphics"	"Greater Himalaya Zone"	13370	7135560	2062592	0.289	1513	2699	0.001	0	4457	4714	4905	4925	5083	5643	1186	3.06	0.45	0.32327264359762	0.399146115494027	0.418001988009166	95	10	33	33.3	37.42	44.66	83.5	78	95	95	95	95	95	95	95	3.1	4	4.4	4.28	4.6	5.3	95	95	83	70	32	3	0	0	0	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-4.59	99	313	758.47	11.11	-20.49	31.6	-11.09	-7.99	6.41	-14.69	940.7	156.5	26	57	436.6	82	143.5	323.5	-6.03	99	311.4	763.17	9.81	-21.88	31.7	-12.58	-9.43	5.14	-16.09	1011.9	169.5	26.4	57	471.5	85.7	152	332.5	0	NA
"1452"	"GL075809E35794N"	35.794	75.809	"M(l)"	"Indus"	"Upper Indus"	"Shigar"	0.011	3876	127.279220581	1	"mixedSeds"	"Shyok Suture Zone"	11325	2687884	62496	0.023	1964	0	0	0	3852	4162	4408	4422	4663	5129	1277	0.42	0.58	0.492897812208511	0.538915631860276	0.554859544153355	67	10	33	35	48.62	60.75	168.9	47	61	66	67	67	67	67	67	3.2	3.9	4.1	4.14	4.4	5.1	67	67	62	40	9	1	0	0	0	0	0	"Karakoram Terrane"	"Shyok Suture Zone"	-4.78	92	283	808.84	11.42	-20.98	32.4	-6.78	-8.68	6.52	-16.16	97.6	15	3	49.8	43	10	18	32	-7.03	92	283	809.45	9.38	-23.06	32.49	-9.13	-10.95	4.44	-18.25	154.1	24.1	4.4	51.4	68.7	14.6	27.1	51.4	0	NA
"1454"	"GL075844E34040N"	34.04	75.844	"M(e)"	"Indus"	"Upper Indus"	"Shingo"	0.157	4078	90	1	"Metamorphics"	"Greater Himalaya Zone"	158479	36186704	11005698	0.304	162	976826	0.089	0	4079	4473	4813	4792	5057	6032	1953	0.35	0.52	0.267238112847958	0.357156566796086	0.43285102928433	101	10	33	33.3	37.54	44.81	83.5	82	101	101	101	101	101	101	101	3.1	4.1	4.4	4.3	4.6	5.7	101	101	90	76	35	4	1	0	0	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-2.3	98	313.7	751.79	13.1	-18.2	31.4	-8.71	-5.6	8.5	-12.4	541.7	88.6	14.4	54.7	247.6	47.2	83.6	183.7	-5.32	98.4	312.3	758.1	10.33	-21.18	31.51	-11.84	-8.71	5.73	-15.37	822.9	134.4	20.4	52.7	373.9	68.2	138.2	257.4	0	NA
"1457"	"GL075886E33627N"	33.627	75.886	"M(e)"	"Indus"	"Panjnad"	"Chenab"	0.044	3584	702.922485352	1	"Metamorphics"	"Greater Himalaya Zone"	44785	6200451	2712176	0.437	252	99387	0.037	0	4516	4572	4691	4722	4835	5241	725	-2.26	0.34	0.115016072561925	0.224742890776381	0.296416070599989	137	10	33	35	37.04	44.78	90.3	111	137	137	137	137	137	137	137	3.1	4	4.3	4.29	4.6	5.7	137	137	123	101	42	6	1	0	0	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-2.6	98	323	725.6	12.1	-18.3	30.4	-8.9	-5.9	7.7	-12.4	1045	171	25	48	482	80	258	293	-4.1	98	321.5	730.32	10.77	-19.74	30.51	-10.39	-7.43	6.4	-13.81	1097.4	180.2	27	48.1	507.7	86.6	261.1	319.1	0	NA
"1460"	"GL075978E33904N"	33.904	75.978	"M(o)"	"Indus"	"Panjnad"	"Chenab"	0.028	4753	254.558441162	0	"Metamorphics"	"Greater Himalaya Zone"	28172	2561957	1479065	0.577	175	9248	0.006	0	4754	4933	5022	5013	5094	5276	522	2.95	0.35	0.367224289496513	0.347150942839812	0.321248588557743	118	10	33	34.5	36.63	44.65	83.5	96	118	118	118	118	118	118	118	3.3	4.1	4.3	4.31	4.6	5.7	118	118	108	89	39	4	1	0	0	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-5.2	97	311	753.3	10.3	-20.9	31.2	-11.6	-8.6	5.8	-15.2	935	160	25	56	447	81	148	311	-6.07	97	310.2	756.14	9.49	-21.82	31.29	-12.58	-9.51	4.97	-16.07	948.2	159.1	24.4	53.7	444.6	80	162.8	303.4	0	NA
"1461"	"GL075981E35885N"	35.885	75.981	"M(o)"	"Indus"	"Upper Indus"	"Shigar"	0.031	3932	180	1	"acidPlutonics"	"Shyok Suture Zone"	31390	340033108	216284251	0.636	0	28951773	0.134	4	3934	4656	5044	5034	5394	7162	3228	-2.59	0.45	0.236731658683562	0.307142226830997	0.362780170628162	77	10	33	35	48.25	65.4	134.3	53	70	77	77	77	77	77	77	3.2	3.9	4.1	4.2	4.5	5.3	77	77	70	47	17	3	0	0	0	0	0	"Karakoram Terrane"	"Shyok Suture Zone"	-5.5	92	284	803.7	10.6	-21.7	32.3	-7.2	-9.3	5.7	-16.8	94	14	2	53	42	8	16	26	-10.07	92	284.3	802.8	6.26	-26.06	32.32	-10.43	-14.03	1.33	-21.16	169.4	24.9	4.2	47.9	72.6	14.6	34.7	47.7	0	NA
"1470"	"GL076030E35954N"	35.954	76.03	"M(l)"	"Indus"	"Upper Indus"	"Shigar"	0.117	4271	254.558441162	1	"mixedSeds"	"Shyok Suture Zone"	117100	5279703	566599	0.107	29	7526	0.013	0	4270	4580	4808	4844	5090	5698	1428	-2.08	0.56	0.417797651748253	0.490063949262093	0.537993637181182	76	10	33	35	48.77	66.15	134.3	51	70	76	76	76	76	76	76	3.2	3.9	4.1	4.2	4.5	5.3	76	76	69	45	18	3	0	0	0	0	0	"Karakoram Terrane"	"Shyok Suture Zone"	-7	92	285	800.6	9.1	-23.2	32.3	-4.1	-10.9	4.2	-18.3	105	16	2	51	47	8	21	29	-9.14	92	285	800.87	7.05	-25.22	32.3	-6.46	-13.06	2.14	-20.3	158.4	24	3.6	48.6	69.7	12.9	33.1	41.9	0	NA
"1474"	"GL076056E33174N"	33.174	76.056	"M(e)"	"Indus"	"Panjnad"	"Chenab"	0.057	4342	630	1	"mixedSeds"	"Greater Himalaya Zone"	57976	2925885	868367	0.297	526	23070	0.027	0	4343	4513	4665	4660	4816	4979	636	2.92	0.4	0.400516721038219	0.391839755210844	0.429669190378884	162	10	25.57	33	34.1	41.48	90.3	138	162	162	162	162	162	162	162	3.3	4	4.35	4.31	4.6	5.7	162	162	148	119	55	7	1	0	0	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-2.5	98	331.6	707.39	11.52	-18.02	29.62	7.5	-5.72	7.5	-11.92	1493.6	210.8	27.4	48.6	620.4	97	620.4	389.4	-3.73	98	329.6	712.53	10.44	-19.27	29.72	6.37	-7.02	6.37	-13.17	1479.1	202.8	28.9	46.7	595.7	101.4	595.7	396.8	0	NA
"1477"	"GL076063E34157N"	34.157	76.063	"M(o)"	"Indus"	"Upper Indus"	"Shingo"	0.021	4648	0	1	"Metamorphics"	"Tibetan Zone"	21225	16655078	5113846	0.307	230	820675	0.16	0	4641	4920	5102	5111	5282	5900	1259	0.17	0.5	0.168135705833554	0.250131042992201	0.393038964036399	72	10	33	35	39.72	46.85	100	56	71	72	72	72	72	72	72	3.3	3.98	4.35	4.27	4.6	5.3	72	72	63	53	24	2	0	0	0	0	0	"Tibetan Zone"	"Tibetan Zone"	-5.18	97	303	774.11	10.73	-21.17	31.9	-7.87	-8.68	6.12	-15.57	518.8	84.8	11	56	240.5	38	81.7	164.7	-7.16	97	302.9	777.07	8.93	-23.03	31.96	-9.96	-10.71	4.26	-17.41	627.9	100.2	13.9	54.1	286.4	47.5	103.6	193.8	0	NA
"1478"	"GL076076E34352N"	34.352	76.076	"M(e)"	"Indus"	"Upper Indus"	"Shingo"	0.156	4434	90	1	"basicVolcanics"	"Tibetan Zone"	156667	12509239	2660856	0.213	0	294563	0.111	0	4422	4683	4853	4904	5098	5900	1478	0.95	0.47	0.295424523197646	0.40764453190776	0.425049775902989	45	10	33	35	44.22	51.3	129.9	33	43	45	45	45	45	45	45	3.3	4	4.2	4.18	4.4	4.7	45	45	40	33	9	0	0	0	0	0	0	"Tibetan Zone"	"Tibetan Zone"	-4.85	97	300	787.54	11.35	-20.95	32.3	-7.48	-8.38	6.64	-15.45	467.7	82.7	11.2	65.9	244.7	37.9	51.1	176	-6.53	97	299.6	789.56	9.8	-22.56	32.36	-9.31	-10.13	5.04	-17.03	545.1	95.7	12.2	65.3	285	42.8	63	191.8	0	NA
"1482"	"GL076098E33659N"	33.659	76.098	"M(l)"	"Indus"	"Panjnad"	"Chenab"	0.021	3717	360	1	"Metamorphics"	"Greater Himalaya Zone"	21634	26803293	9724560	0.363	110	2024825	0.208	1	3721	4248	4627	4702	5041	6526	2805	-0.46	0.59	0.329005269466453	0.433038814654412	0.465780787199834	138	10	33	34.5	36.79	44.76	90.3	112	138	138	138	138	138	138	138	3.3	4.03	4.3	4.31	4.6	5.7	138	138	125	103	44	7	1	0	0	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	0.2	96	316	726.8	14.8	-15.6	30.4	-6	-3	10.4	-9.8	459	68	12	44	194	39	120	144	-4.48	96	312.7	739.33	10.53	-20.11	30.64	-10.82	-7.81	6.19	-14.31	732.5	106	18.8	41.7	301.4	61.5	190	225.8	0	NA
"1485"	"GL076111E33871N"	33.871	76.111	"M(e)"	"Indus"	"Panjnad"	"Chenab"	0.01	4109	1098.58996582	1	"Metamorphics"	"Greater Himalaya Zone"	10224	6441023	835781	0.13	2057	2090	0.002	0	4093	4447	4618	4627	4798	5159	1066	0.23	0.38	0.362477488698801	0.398666855332653	0.35329654004665	118	10	33	34.5	36.32	43.22	83.5	98	118	118	118	118	118	118	118	3.3	4.1	4.35	4.32	4.6	5.7	118	118	108	89	40	4	1	0	0	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-2.2	96	309	748.7	13.1	-18	31.1	-8.5	-5.5	8.6	-12.3	447	69	11	47	195	36	95	140	-4.36	96	308.5	752.59	11.03	-20.14	31.14	-10.79	-7.75	6.53	-14.44	563.9	83.3	14.5	44.3	235.3	47.5	122.3	182.2	0	NA
"1489"	"GL076124E33184N"	33.184	76.124	"M(o)"	"Indus"	"Panjnad"	"Chenab"	0.067	4260	450	1	"mixedSeds"	"Greater Himalaya Zone"	67132	4608016	766415	0.166	44	67141	0.088	0	4254	4460	4542	4540	4634	4871	617	1.39	0.42	0.340993620090514	0.434035499879977	0.418963690016137	161	10	25.5	33	34.1	41.6	90.3	137	161	161	161	161	161	161	161	3.3	4	4.4	4.32	4.6	5.7	161	161	147	119	55	7	1	0	0	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-2.49	97	328	709.44	11.59	-18.03	29.58	3.93	-5.71	7.49	-11.99	1342	175.7	29.5	44.2	507.9	104.6	507.5	383.2	-3.23	97	327.7	712.01	10.91	-18.76	29.66	5.31	-6.51	6.85	-12.73	1373.5	181.9	29.5	44.8	534.2	104.4	534.1	382.4	0	NA
"1491"	"GL076134E33162N"	33.162	76.134	"M(o)"	"Indus"	"Panjnad"	"Chenab"	0.015	4287	1018.23376465	1	"mixedSeds"	"Greater Himalaya Zone"	14623	2153991	399205	0.185	199	25907	0.065	0	4278	4454	4580	4589	4697	5035	757	-2.04	0.51	0.298980082754228	0.406031692491808	0.486748963112274	163	10	25.25	33	34	41.35	90.3	139	163	163	163	163	163	163	163	3.3	4	4.3	4.32	4.6	5.7	163	163	149	120	55	7	1	0	0	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-2.42	97	328.3	708.74	11.57	-18	29.57	7.57	-5.7	7.57	-11.9	1433.7	219	25.6	50.3	649.7	93.7	649.7	334.5	-3.33	97	327	712.11	10.78	-18.87	29.64	6.76	-6.62	6.76	-12.79	1462.6	216.9	27.3	48.6	643.3	98.8	643.3	357	0	NA
"1494"	"GL076178E35753N"	35.753	76.178	"M(l)"	"Indus"	"Upper Indus"	"Shigar"	0.016	4045	201.246124268	1	"mixedSeds"	"Shyok Suture Zone"	16485	8316895	1797921	0.216	62	88056	0.049	0	4041	4818	5259	5215	5612	6274	2233	-2.7	0.77	0.675171402415479	0.703381125893796	0.764044588316128	83	10	33	33	47.55	63.95	134.3	58	77	83	83	83	83	83	83	3.2	3.9	4.1	4.19	4.5	5.4	83	83	76	49	17	4	0	0	0	0	0	"Karakoram Terrane"	"Shyok Suture Zone"	-7	92	284	806	9.2	-23.2	32.4	-8.9	-10.8	4.4	-18.2	147	23	4	55	67	14	21	49	-10.62	92	284	806.09	5.78	-26.64	32.4	-12.78	-14.59	0.89	-21.7	207.1	31.5	5.4	52.7	91.6	18.4	33.2	66.8	0	NA
"1499"	"GL076197E35086N"	35.086	76.197	"M(o)"	"Indus"	"Upper Indus"	"Shyok"	0.019	4725	360	1	"unconsSeds"	"Kohistan-Ladakh Arc"	18875	2546158	433618	0.17	479	2843	0.007	0	4713	4911	5028	5047	5164	5492	779	0.38	0.56	0.366785725701997	0.451231143273297	0.544477823553404	64	10	33	35	43.43	49.37	129.9	48	61	64	64	64	64	64	64	3.2	4	4.2	4.2	4.5	5.4	64	64	59	42	12	3	0	0	0	0	0	"Undifferentiated Unit"	"Kohistan-Ladakh Arc"	-7.7	95	287	817	9.1	-23.8	32.9	-10.2	-11.6	4.2	-18.7	285	48	5	61	142	20	44	89	-8.49	94.9	287	817.29	8.34	-24.6	32.9	-11.08	-12.41	3.4	-19.5	313.8	53.3	5.6	61.5	157.7	22.2	47.9	99.7	0	NA
"1502"	"GL076200E35096N"	35.096	76.2	"M(o)"	"Indus"	"Upper Indus"	"Shyok"	0.06	4586	768.960327148	1	"unconsSeds"	"Kohistan-Ladakh Arc"	60534	8652392	1153653	0.133	628	11123	0.01	1	4583	4747	4884	4901	5034	5492	909	-0.34	0.48	0.233270902057118	0.281011838642133	0.426044208468754	65	10	33	35	43.41	48.7	129.9	49	62	65	65	65	65	65	65	3.2	4	4.2	4.2	4.5	5.4	65	65	60	43	12	3	0	0	0	0	0	"Undifferentiated Unit"	"Kohistan-Ladakh Arc"	-7.23	94	287	816.57	9.47	-23.43	32.9	-9.77	-11.13	4.57	-18.33	259.4	43	5	59.3	127.7	19	41	82	-8.08	94.4	287	817.02	8.7	-24.22	32.9	-10.65	-12	3.78	-19.12	290.2	48.5	5.4	60.3	144.1	20.9	45.3	92.6	0	NA
"1505"	"GL076227E35715N"	35.715	76.227	"M(l)"	"Indus"	"Upper Indus"	"Shigar"	0.018	3818	0	1	"acidPlutonics"	"Shyok Suture Zone"	17659	1073794428	728467819	0.678	0	81805319	0.112	12	3816	4846	5349	5412	5897	8562	4746	-2.19	0.5	0.130253315008862	0.224408331464715	0.388281018951508	88	10	33	34	46.78	59.72	134.3	61	82	88	88	88	88	88	88	3.2	3.9	4.1	4.17	4.5	5.4	88	88	80	51	16	4	0	0	0	0	0	"Karakoram Terrane"	"Shyok Suture Zone"	-5.1	92	284	806.4	10.9	-21.5	32.4	-6.9	-9	6.1	-16.5	87	12	2	42	34	7	21	26	-11.54	93.2	285.8	806.43	4.85	-27.77	32.62	-12.94	-15.49	0	-22.63	155.9	21.5	3.9	44.6	63.6	13.4	32.8	45.1	0	NA
"1507"	"GL076231E35716N"	35.716	76.231	"M(l)"	"Indus"	"Upper Indus"	"Shigar"	0.056	3807	0	1	"acidPlutonics"	"Shyok Suture Zone"	55966	1073794428	728467819	0.678	0	81805319	0.112	12	3816	4846	5349	5412	5897	8562	4746	-2.19	0.5	0.26127432075233	0.305061010136567	0.406428060175648	89	10	33	35	47.36	62.5	134.3	61	83	89	89	89	89	89	89	3.2	3.9	4.1	4.17	4.5	5.4	89	89	81	52	16	4	0	0	0	0	0	"Karakoram Terrane"	"Shyok Suture Zone"	-5.07	92	284.1	806.37	10.94	-21.47	32.4	-6.86	-8.96	6.13	-16.47	85.1	11.7	2	42.5	33.5	6.9	20.2	25.4	-11.54	93.2	285.8	806.43	4.85	-27.77	32.62	-12.94	-15.49	0	-22.63	155.9	21.5	3.9	44.6	63.6	13.4	32.8	45.1	0	NA
"1519"	"GL076310E34831N"	34.831	76.31	"M(o)"	"Indus"	"Upper Indus"	"Upper Indus"	0.027	4619	2118.34838867	1	"acidPlutonics"	"Kohistan-Ladakh Arc"	27127	3772768	126558	0.034	1923	709	0.006	3	4623	4798	4918	4914	5025	5286	663	-0.05	0.48	0.369800930770883	0.478094951326432	0.495566488456916	60	10	33	35	44.48	51.46	129.9	43	57	60	60	60	60	60	60	3.3	4	4.2	4.25	4.5	5.4	60	60	57	43	13	3	0	0	0	0	0	"Batholiths"	"Kohistan-Ladakh Arc"	-6.8	95	289	815.2	9.9	-23.1	33	-9.5	-10.7	5	-17.9	258	47	4	62	137	18	42	76	-7.6	95	288.6	815.51	9.19	-23.8	33	-10.28	-11.47	4.29	-18.6	301.5	55.8	4.9	64	163.2	21.5	46.2	90.6	0	NA
"1520"	"GL076312E34822N"	34.822	76.312	"M(o)"	"Indus"	"Upper Indus"	"Upper Indus"	0.023	4751	1200.74975586	1	"acidPlutonics"	"Kohistan-Ladakh Arc"	22727	2403200	126558	0.053	978	709	0.006	2	4743	4882	4960	4971	5056	5285	542	-0.25	0.47	0.308728948799345	0.439506696498709	0.461388953071627	60	10	33	35	44.48	51.46	129.9	43	57	60	60	60	60	60	60	3.3	4	4.2	4.25	4.5	5.4	60	60	57	43	13	3	0	0	0	0	0	"Batholiths"	"Kohistan-Ladakh Arc"	-7.3	95	289	815.3	9.5	-23.5	33	-9.9	-11.1	4.6	-18.3	304	56	5	64	164	22	48	91	-7.83	95	288.6	815.61	8.99	-24.01	33	-10.51	-11.68	4.09	-18.81	318.9	59.4	5.4	64.8	173.9	23.1	47.7	96.8	0	NA
"1523"	"GL076314E35053N"	35.053	76.314	"M(e)"	"Indus"	"Upper Indus"	"Shyok"	0.083	4821	201.246124268	1	"acidPlutonics"	"Kohistan-Ladakh Arc"	83685	3795233	1235708	0.326	55	4765	0.004	0	4824	4994	5107	5107	5211	5493	669	-0.7	0.46	0.413998326749595	0.440860071589231	0.476469465808084	64	10	33	35	43.01	49.37	129.9	48	61	64	64	64	64	64	64	3.2	4	4.2	4.19	4.5	5.4	64	64	58	42	12	3	0	0	0	0	0	"Undifferentiated Unit"	"Kohistan-Ladakh Arc"	-8	94	286	817.6	8.8	-24.1	32.9	-10.5	-11.9	3.9	-19	253	43	4	60	127	17	40	76	-8.92	94	286	818.35	7.89	-25.04	32.99	-11.54	-12.87	2.99	-19.94	284.9	48.2	4.9	60	143.2	20.3	45	87.4	0	NA
"1525"	"GL076321E35558N"	35.558	76.321	"M(l)"	"Indus"	"Upper Indus"	"Shyok"	0.017	4018	201.246124268	1	"mixedSeds"	"Shyok Suture Zone"	17321	58920586	33592441	0.57	67	3954819	0.118	0	4094	4738	5193	5307	5750	7743	3649	2.95	0.57	0.479061417539593	0.501483272383306	0.514597927350051	83	10	33	35	46.65	56.41	134.3	58	77	83	83	83	83	83	83	3.2	3.9	4.1	4.18	4.5	5.4	83	83	76	49	16	5	0	0	0	0	0	"Karakoram Terrane"	"Shyok Suture Zone"	-6.29	93	284	810.6	9.95	-22.65	32.6	-10.89	-10.19	5.15	-17.65	138.8	22.5	3.4	58.2	63	11.7	20.5	51.5	-10.87	92.4	284	810.71	5.65	-26.91	32.6	-13.24	-14.87	0.78	-21.95	205.5	31.6	5.3	54.2	91.2	18	31.9	69.6	0	NA
"1526"	"GL076322E35029N"	35.029	76.322	"M(o)"	"Indus"	"Upper Indus"	"Upper Indus"	0.028	4897	450	1	"acidPlutonics"	"Kohistan-Ladakh Arc"	28398	4060557	1254422	0.309	227	3529	0.003	0	4896	5064	5158	5156	5240	5494	598	-2.51	0.42	0.242926154850572	0.377469086247346	0.387676911273568	64	10	33	35	43.01	49.37	129.9	48	61	64	64	64	64	64	64	3.2	4	4.2	4.19	4.5	5.4	64	64	58	42	12	3	0	0	0	0	0	"Undifferentiated Unit"	"Kohistan-Ladakh Arc"	-8.3	94	286	817.9	8.5	-24.4	33	-10.9	-12.2	3.6	-19.3	301	52	5	62	155	21	48	89	-9.11	94	286	818.45	7.72	-25.23	33	-11.75	-13.07	2.82	-20.13	314.4	53.8	5.8	61.2	160.2	23.3	48.7	98.4	0	NA
"1527"	"GL076322E35754N"	35.754	76.322	"M(l)"	"Indus"	"Upper Indus"	"Shigar"	0.027	4090	0	1	"mixedSeds"	"Shyok Suture Zone"	26829	592749874	406135923	0.685	0	32111274	0.079	1	4111	5044	5518	5600	6069	8560	4449	-2.98	0.52	0.202269964414441	0.284530402016097	0.374556914794558	93	10	33	35	49.66	65.5	134.3	59	86	93	93	93	93	93	93	3.2	3.9	4.1	4.2	4.5	6.1	93	93	85	56	19	5	1	1	0	0	0	"Karakoram Terrane"	"Shyok Suture Zone"	-6.2	93	285	804.4	9.8	-22.6	32.4	-8	-10	5	-17.5	96	14	2	50	40	7	18	31	-12.38	93.6	286.6	805.19	4.01	-28.64	32.65	-13.43	-16.33	-0.85	-23.45	162	22.2	4.1	44.4	65.9	14.2	33.5	46	0	NA
"1532"	"GL076350E34855N"	34.855	76.35	"M(o)"	"Indus"	"Upper Indus"	"Upper Indus"	0.029	4781	939.627563477	1	"acidPlutonics"	"Kohistan-Ladakh Arc"	29346	3741041	132437	0.035	439	977	0.007	0	4781	4919	5006	5050	5182	5521	740	0.56	0.48	0.287253872121477	0.317681876108268	0.430104638673422	60	10	33	35	44.09	51.46	129.9	43	57	60	60	60	60	60	60	3.3	4	4.2	4.24	4.5	5.4	60	60	56	42	13	3	0	0	0	0	0	"Batholiths"	"Kohistan-Ladakh Arc"	-7.58	95	288	816.8	9.22	-23.78	33	-10.21	-11.48	4.32	-18.58	279.9	50.5	5	61.4	147.5	21	43.8	86.3	-8.31	95	287.7	817.16	8.53	-24.46	33	-11	-12.21	3.63	-19.28	299.4	54.4	5.2	62.9	159.3	22	45.5	92.6	0	NA
